EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd	Class	Set	HelixDomain
Q6DWJ6	Homo sapiens	Metazoa	353			Negative	4	False
Q22795	Caenorhabditis elegans	Metazoa	242			Negative	5	False
Q9CQ86	Mus musculus	Metazoa	115			Negative	5	False
P12354	Spinacia oleracea	Viridiplantae	125			Negative	4	False
P92189	Drosophila melanogaster	Metazoa	321			Negative	1	False
Q6ZPR5	Mus musculus	Metazoa	823			Negative	3	False
P38162	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	196			Negative	4	False
Q680B9	Arabidopsis thaliana	Viridiplantae	528			Negative	2	False
Q6ZN28	Homo sapiens	Metazoa	852			Negative	3	False
Q8JFQ4	Gallus gallus	Metazoa	277			Negative	1	False
Q17990	Caenorhabditis elegans	Metazoa	439			Negative	3	False
Q8BVN3	Mus musculus	Metazoa	442			Negative	1	False
Q07381	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	788			Negative	5	False
P80147	Sus scrofa	Metazoa	500			Negative	4	False
D3ZUI5	Rattus norvegicus	Metazoa	1133			Negative	3	False
E9P8D2	Saccharomyces cerevisiae	Fungi	229			Negative	4	False
Q3UN54	Mus musculus	Metazoa	99	1.0	21.0	Positive	4	
P07602	Homo sapiens	Metazoa	524	1.0	16.0	Positive	4	
Q27082	Tachypleus tridentatus	Metazoa	673	1.0	19.0	Positive	5	
Q12374	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	616			Negative	3	False
P60568	Homo sapiens	Metazoa	153	1.0	20.0	Positive	3	
Q6IDB0	Arabidopsis thaliana	Viridiplantae	193			Negative	3	False
P38557	Arabidopsis thaliana	Viridiplantae	474			Negative	4	False
Q96SB8	Homo sapiens	Metazoa	1091			Negative	1	False
Q09924	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	467			Negative	1	False
Q8K4J6	Mus musculus	Metazoa	964			Negative	5	False
Q96TA1	Homo sapiens	Metazoa	746			Negative	4	False
Q15024	Homo sapiens	Metazoa	291			Negative	5	False
Q9FGN7	Arabidopsis thaliana	Viridiplantae	726			Negative	5	False
Q8NCN4	Homo sapiens	Metazoa	708			Negative	3	False
Q9S745	Arabidopsis thaliana	Viridiplantae	541			Negative	4	False
Q969X0	Homo sapiens	Metazoa	211			Negative	2	False
Q6Q4D0	Arabidopsis thaliana	Viridiplantae	1311			Negative	1	False
O00180	Homo sapiens	Metazoa	336			Negative	4	True
Q9SYD8	Arabidopsis thaliana	Viridiplantae	210			Negative	5	False
F4JXF1	Arabidopsis thaliana	Viridiplantae	581			Negative	4	False
Q6T938	Danio rerio	Metazoa	355			Negative	4	False
Q4WGE2	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	607			Negative	4	True
Q9NRZ7	Homo sapiens	Metazoa	376			Negative	1	False
Q9UPZ3	Homo sapiens	Metazoa	1129			Negative	1	False
Q09668	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	117			Negative	4	False
P20740	Gallus gallus	Metazoa	1473	1.0	36.0	Positive	2	
Q9UJ42	Homo sapiens	Metazoa	338			Negative	3	False
P04552	Haliotis rufescens	Metazoa	154	1.0	18.0	Positive	1	
Q7S4Y4	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	90			Negative	5	False
P80022	Solanum lycopersicum	Viridiplantae	230	1.0	25.0	Positive	4	
Q9R1P0	Mus musculus	Metazoa	261			Negative	4	False
Q9ULR3	Homo sapiens	Metazoa	514			Negative	1	False
P54345	Chlamydomonas reinhardtii	Viridiplantae	156			Negative	4	False
A2AMT1	Mus musculus	Metazoa	669			Negative	2	False
P32898	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	989			Negative	2	False
Q5AK51	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	714			Negative	1	False
P25584	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	144			Negative	2	True
P28803	Spinacia oleracea	Viridiplantae	128			Negative	1	False
Q8BVG4	Mus musculus	Metazoa	862			Negative	4	False
Q8GYU3	Arabidopsis thaliana	Viridiplantae	1465			Negative	5	False
Q8CD10	Mus musculus	Metazoa	432			Negative	5	False
Q9LQK7	Arabidopsis thaliana	Viridiplantae	475			Negative	2	False
P21837	Dictyostelium discoideum	Other	550	1.0	19.0	Positive	3	
Q337M4	Oryza sativa subsp. japonica	Viridiplantae	364			Negative	1	False
P14724	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	124			Negative	1	False
P0C6S7	Rattus norvegicus	Metazoa	1260			Negative	4	False
O14880	Homo sapiens	Metazoa	152			Negative	1	True
P38236	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	366			Negative	1	False
Q96KM6	Homo sapiens	Metazoa	892			Negative	2	False
Q03776	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	544			Negative	3	False
Q5THR3	Homo sapiens	Metazoa	1501			Negative	1	False
P99028	Mus musculus	Metazoa	89			Negative	1	False
A0A2I0C2C6	Plasmodium falciparum (isolate NF54)	Other	3078			Negative	1	False
Q04175	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	944			Negative	5	False
P08468	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	800			Negative	1	False
Q9Z309	Mus musculus	Metazoa	187			Negative	4	False
Q581T1	Trypanosoma brucei brucei (strain 927/4 GUTat10.1)	Other	2167			Negative	3	False
Q96PY6	Homo sapiens	Metazoa	1258			Negative	3	False
P49590	Homo sapiens	Metazoa	506			Negative	4	False
P40502	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	157			Negative	2	True
Q03774	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	444			Negative	3	False
Q9XII1	Arabidopsis thaliana	Viridiplantae	307			Negative	4	False
Q8VWG3	Arabidopsis thaliana	Viridiplantae	303			Negative	2	False
O74895	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	201			Negative	3	False
O43739	Homo sapiens	Metazoa	400			Negative	3	False
Q8WX92	Homo sapiens	Metazoa	580			Negative	1	False
Q62141	Mus musculus	Metazoa	1098			Negative	4	False
Q9ZST9	Pisum sativum	Viridiplantae	252			Negative	5	False
P02783	Rattus norvegicus	Metazoa	112	1.0	21.0	Positive	2	
Q99PU7	Mus musculus	Metazoa	728			Negative	2	False
P15340	Gallus gallus	Metazoa	62			Negative	3	False
Q9D8H7	Mus musculus	Metazoa	521			Negative	5	False
Q04868	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	273			Negative	3	False
Q33DK1	Oryza sativa subsp. japonica	Viridiplantae	203			Negative	5	False
O43396	Homo sapiens	Metazoa	289			Negative	3	False
Q7TS55	Mus musculus	Metazoa	173			Negative	3	False
F4JTS8	Arabidopsis thaliana	Viridiplantae	2729			Negative	4	False
Q92366	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	61			Negative	1	False
B5X0I6	Arabidopsis thaliana	Viridiplantae	1091			Negative	1	False
P70169	Mus musculus	Metazoa	412			Negative	3	False
P09798	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	840			Negative	4	False
Q9FJF4	Arabidopsis thaliana	Viridiplantae	306			Negative	1	False
Q8W3L1	Arabidopsis thaliana	Viridiplantae	483			Negative	4	False
P42166	Homo sapiens	Metazoa	694			Negative	1	False
Q9P7E0	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	79			Negative	2	True
P91399	Caenorhabditis elegans	Metazoa	926			Negative	4	False
Q9BWK5	Homo sapiens	Metazoa	157			Negative	2	False
Q6ZY51	Arabidopsis thaliana	Viridiplantae	1196			Negative	3	False
O94259	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	327			Negative	2	False
F4HYD7	Arabidopsis thaliana	Viridiplantae	467			Negative	4	False
Q04867	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	317			Negative	3	False
Q12952	Homo sapiens	Metazoa	345			Negative	4	False
O88554	Mus musculus	Metazoa	559			Negative	5	False
Q9Y237	Homo sapiens	Metazoa	131			Negative	2	False
B2D6P4	Caenorhabditis elegans	Metazoa	508			Negative	1	False
Q9EP97	Mus musculus	Metazoa	568			Negative	2	False
Q4VC33	Mus musculus	Metazoa	396			Negative	5	False
O14253	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	780			Negative	5	False
P53208	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	328			Negative	4	False
O17679	Caenorhabditis elegans	Metazoa	708			Negative	1	False
P52553	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	114			Negative	3	False
Q9NYX4	Homo sapiens	Metazoa	217			Negative	2	True
Q12252	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	991			Negative	3	True
D3ZUA0	Rattus norvegicus	Metazoa	338			Negative	4	False
Q8BMI0	Mus musculus	Metazoa	1194			Negative	1	False
Q8LFW5	Arabidopsis thaliana	Viridiplantae	277			Negative	2	False
P12954	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1174			Negative	5	False
O01971	Caenorhabditis elegans	Metazoa	166			Negative	5	False
Q9NRR8	Homo sapiens	Metazoa	79			Negative	2	False
Q8TAL6	Homo sapiens	Metazoa	211	1.0	18.0	Positive	2	
P54198	Homo sapiens	Metazoa	1017			Negative	5	False
P0DOY1	Mus musculus	Metazoa	740			Negative	2	False
Q8NC56	Homo sapiens	Metazoa	503			Negative	1	False
O94225	Penicillium rubens (strain ATCC 28089 / DSM 1075 / NRRL 1951 / Wisconsin 54-1255)	Fungi	474			Negative	3	False
Q9H6F5	Homo sapiens	Metazoa	360			Negative	1	False
O43290	Homo sapiens	Metazoa	800			Negative	1	False
P05030	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	918			Negative	1	False
Q9P7K5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1098			Negative	2	False
Q94BT6	Arabidopsis thaliana	Viridiplantae	609			Negative	1	False
Q9LTK0	Arabidopsis thaliana	Viridiplantae	191			Negative	5	False
Q9H444	Homo sapiens	Metazoa	224			Negative	3	False
Q13562	Homo sapiens	Metazoa	356			Negative	4	False
Q0WLC6	Arabidopsis thaliana	Viridiplantae	1089			Negative	4	False
D3YZI9	Mus musculus	Metazoa	523			Negative	2	False
Q80Z37	Mus musculus	Metazoa	1033			Negative	1	False
P62128	Spinacia oleracea	Viridiplantae	123			Negative	3	False
P29350	Homo sapiens	Metazoa	595			Negative	3	False
Q9NPG3	Homo sapiens	Metazoa	1134			Negative	4	False
O94704	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	168			Negative	1	False
P02230	Chironomus thummi thummi	Metazoa	151	1.0	15.0	Positive	2	
Q8R5A0	Mus musculus	Metazoa	433			Negative	2	False
Q9SKT0	Arabidopsis thaliana	Viridiplantae	300			Negative	2	False
O94459	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	559			Negative	1	False
Q8LGU6	Arabidopsis thaliana	Viridiplantae	744			Negative	1	False
Q7SIG6	Mus musculus	Metazoa	958			Negative	5	False
Q5T200	Homo sapiens	Metazoa	1668			Negative	1	False
Q8H7F6	Arabidopsis thaliana	Viridiplantae	293			Negative	3	False
Q944Q0	Arabidopsis thaliana	Viridiplantae	563			Negative	5	False
O08573	Mus musculus	Metazoa	353			Negative	3	False
P06738	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	902			Negative	3	False
O43913	Homo sapiens	Metazoa	435			Negative	1	False
Q96AH0	Homo sapiens	Metazoa	204			Negative	4	False
Q9UBP6	Homo sapiens	Metazoa	276			Negative	4	False
Q9VFW4	Drosophila melanogaster	Metazoa	251			Negative	5	False
Q9M8K7	Arabidopsis thaliana	Viridiplantae	167			Negative	5	False
Q18184	Caenorhabditis elegans	Metazoa	89	1.0	23.0	Positive	4	
Q9NY27	Homo sapiens	Metazoa	417			Negative	3	False
Q9NS91	Homo sapiens	Metazoa	495			Negative	1	False
O46101	Drosophila melanogaster	Metazoa	244			Negative	4	True
P87231	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	608			Negative	3	False
P41920	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	201			Negative	3	False
Q10210	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	391			Negative	2	False
Q9BZR9	Homo sapiens	Metazoa	551			Negative	3	False
Q9FFH1	Arabidopsis thaliana	Viridiplantae	1694			Negative	1	False
Q96JB3	Homo sapiens	Metazoa	615			Negative	5	False
Q868Z9	Drosophila melanogaster	Metazoa	2898	1.0	26.0	Positive	4	
Q01842	Drosophila melanogaster	Metazoa	732			Negative	3	False
P53264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	445			Negative	4	False
Q9BXS1	Homo sapiens	Metazoa	227			Negative	3	False
Q4AE62	Homo sapiens	Metazoa	458			Negative	5	False
B6TTV8	Zea mays	Viridiplantae	498			Negative	2	False
P59103	Homo sapiens	Metazoa	153			Negative	1	False
P38265	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	245			Negative	3	False
P52594	Homo sapiens	Metazoa	562			Negative	3	False
Q9SN74	Arabidopsis thaliana	Viridiplantae	240			Negative	2	False
Q95XA8	Caenorhabditis elegans	Metazoa	486			Negative	4	False
G5ED35	Caenorhabditis elegans	Metazoa	135	1.0	20.0	Positive	3	
Q0WVH0	Arabidopsis thaliana	Viridiplantae	594			Negative	3	False
G5EF48	Caenorhabditis elegans	Metazoa	350			Negative	5	True
O81787	Arabidopsis thaliana	Viridiplantae	527			Negative	4	False
Q8IXQ6	Homo sapiens	Metazoa	854			Negative	3	False
Q9C5J9	Arabidopsis thaliana	Viridiplantae	342			Negative	2	False
P40625	Tetrahymena pyriformis	Other	99			Negative	1	False
P09007	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221			Negative	1	False
Q9VEX9	Drosophila melanogaster	Metazoa	150			Negative	4	False
Q16617	Homo sapiens	Metazoa	165			Negative	3	True
Q9FGN8	Arabidopsis thaliana	Viridiplantae	639			Negative	5	False
O49668	Arabidopsis thaliana	Viridiplantae	214			Negative	2	False
Q9Y2I8	Homo sapiens	Metazoa	494			Negative	3	False
M9MRD1	Drosophila melanogaster	Metazoa	12345			Negative	1	False
P31111	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	875			Negative	5	False
P11178	Bos taurus	Metazoa	455			Negative	2	False
Q5TYM5	Homo sapiens	Metazoa	149			Negative	4	False
P38323	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	520			Negative	2	False
Q7M2P1	Sus scrofa	Metazoa	76			Negative	1	False
Q8VDW4	Mus musculus	Metazoa	151			Negative	5	False
P39965	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	576			Negative	1	False
Q9V452	Drosophila melanogaster	Metazoa	140			Negative	2	False
Q9SNB7	Arabidopsis thaliana	Viridiplantae	665			Negative	3	False
A0A7J6K629	Toxoplasma gondii	Other	547			Negative	4	True
O55081	Rattus norvegicus	Metazoa	1135			Negative	4	False
Q84N64	Arabidopsis thaliana	Viridiplantae	777			Negative	5	False
Q8NBJ9	Homo sapiens	Metazoa	832	1.0	18.0	Positive	5	
Q8IUH3	Homo sapiens	Metazoa	476			Negative	4	False
Q8NEG4	Homo sapiens	Metazoa	500			Negative	3	False
Q9EPB4	Mus musculus	Metazoa	193			Negative	5	False
O80775	Arabidopsis thaliana	Viridiplantae	353			Negative	1	False
P53168	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	247			Negative	1	False
Q7SCZ3	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	218			Negative	1	False
G5EEM0	Caenorhabditis elegans	Metazoa	418			Negative	2	False
P0C6T3	Rattus norvegicus	Metazoa	269			Negative	1	False
P21771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	286			Negative	5	False
Q9N658	Drosophila melanogaster	Metazoa	541			Negative	1	False
Q7DMA9	Arabidopsis thaliana	Viridiplantae	635			Negative	2	False
Q9Y7Y5	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	369			Negative	4	False
P81702	Ceratocystis fimbriata f. sp. platani	Fungi	134	1.0	14.0	Positive	4	
Q84JE8	Arabidopsis thaliana	Viridiplantae	694			Negative	2	False
Q10E50	Oryza sativa subsp. japonica	Viridiplantae	163	1.0	43.0	Positive	4	
Q95121	Bos taurus	Metazoa	416	1.0	20.0	Positive	2	
P17429	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	876			Negative	2	False
Q42588	Arabidopsis thaliana	Viridiplantae	314			Negative	2	False
Q7RYW7	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	396			Negative	3	False
O82796	Arabidopsis thaliana	Viridiplantae	295			Negative	4	False
Q9QXN0	Mus musculus	Metazoa	1986			Negative	1	False
Q9H307	Homo sapiens	Metazoa	717			Negative	2	False
G5EGS7	Caenorhabditis elegans	Metazoa	324			Negative	2	False
Q6Y5D8	Mus musculus	Metazoa	786			Negative	4	False
P53692	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1140			Negative	5	False
P10676	Drosophila melanogaster	Metazoa	1501			Negative	5	False
Q9NZB2	Homo sapiens	Metazoa	1118			Negative	3	False
Q96GM8	Homo sapiens	Metazoa	510			Negative	2	False
Q9NVD7	Homo sapiens	Metazoa	372			Negative	1	False
Q94CD4	Arabidopsis thaliana	Viridiplantae	134			Negative	1	False
Q9UUG2	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	621			Negative	4	False
P19034	Bos taurus	Metazoa	101	1.0	22.0	Positive	3	
Q9SW33	Arabidopsis thaliana	Viridiplantae	225			Negative	3	False
P61581	Homo sapiens	Metazoa	75			Negative	4	False
P0DUT6	Doratifera vulnerans	Metazoa	66	1.0	20.0	Positive	3	
Q8TAM2	Homo sapiens	Metazoa	541			Negative	4	False
P39990	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	126			Negative	3	False
Q99627	Homo sapiens	Metazoa	209			Negative	5	False
Q6ZVD8	Homo sapiens	Metazoa	1323			Negative	3	False
A2ASQ1	Mus musculus	Metazoa	1950			Negative	1	False
Q9Y2F5	Homo sapiens	Metazoa	2266			Negative	1	False
Q03375	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	135			Negative	2	False
Q9H1K0	Homo sapiens	Metazoa	784			Negative	1	False
Q5KMX8	Cryptococcus neoformans var. neoformans serotype D (strain JEC21 / ATCC MYA-565)	Fungi	783			Negative	3	False
A0A7M6UMR7	Apis mellifera	Metazoa	1010	1.0	16.0	Positive	1	
P40202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	249			Negative	4	False
Q940H2	Arabidopsis thaliana	Viridiplantae	237			Negative	5	False
P59942	Homo sapiens	Metazoa	119			Negative	4	False
Q62261	Mus musculus	Metazoa	2363			Negative	5	False
Q80T11	Mus musculus	Metazoa	461			Negative	2	False
P46963	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	296			Negative	3	False
Q6P4F7	Homo sapiens	Metazoa	1023			Negative	3	False
P10862	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	487			Negative	2	False
Q9NR21	Homo sapiens	Metazoa	338			Negative	2	False
Q9P0Z9	Homo sapiens	Metazoa	390			Negative	5	False
E9Q5G7	Mus musculus	Metazoa	496			Negative	2	False
Q6PI26	Homo sapiens	Metazoa	577			Negative	3	False
P0DSJ6	Myrmecia gulosa	Metazoa	62	1.0	24.0	Positive	3	
P0CX38	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	236			Negative	5	False
Q9HC36	Homo sapiens	Metazoa	420			Negative	1	False
P10749	Mus musculus	Metazoa	269			Negative	1	False
Q9Z0X1	Mus musculus	Metazoa	612			Negative	2	False
O14285	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	164			Negative	1	False
Q8WY91	Homo sapiens	Metazoa	577			Negative	4	False
Q9M219	Arabidopsis thaliana	Viridiplantae	558			Negative	4	False
Q8NCN2	Homo sapiens	Metazoa	500			Negative	3	False
O43808	Homo sapiens	Metazoa	307			Negative	5	False
Q5HZI1	Mus musculus	Metazoa	1210			Negative	4	False
Q14005	Homo sapiens	Metazoa	1332			Negative	5	False
Q9WTR1	Mus musculus	Metazoa	756			Negative	4	False
P22681	Homo sapiens	Metazoa	906			Negative	2	False
Q8IU81	Homo sapiens	Metazoa	584			Negative	5	False
O70405	Mus musculus	Metazoa	1051			Negative	3	False
P50876	Homo sapiens	Metazoa	292			Negative	4	False
Q5TAX3	Homo sapiens	Metazoa	1644			Negative	2	False
Q93ZG9	Arabidopsis thaliana	Viridiplantae	477			Negative	1	False
O94822	Homo sapiens	Metazoa	1766			Negative	1	False
Q08874	Mus musculus	Metazoa	526			Negative	2	False
Q8IZ08	Homo sapiens	Metazoa	494			Negative	3	False
P23116	Mus musculus	Metazoa	1344			Negative	1	False
Q9FFH0	Arabidopsis thaliana	Viridiplantae	386			Negative	1	False
P53866	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	767			Negative	1	False
P18496	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	279			Negative	5	False
Q6DRC5	Danio rerio	Metazoa	1014			Negative	4	False
Q6UWZ7	Homo sapiens	Metazoa	409			Negative	1	False
Q13029	Homo sapiens	Metazoa	1718			Negative	4	False
Q9SEL5	Arabidopsis thaliana	Viridiplantae	222			Negative	2	False
P03971	Homo sapiens	Metazoa	560	1.0	24.0	Positive	4	
O94916	Homo sapiens	Metazoa	1531			Negative	2	False
Q9GZY4	Homo sapiens	Metazoa	146			Negative	1	True
P53352	Gallus gallus	Metazoa	877			Negative	1	False
O15554	Homo sapiens	Metazoa	427			Negative	4	False
Q9WV78	Rattus norvegicus	Metazoa	438			Negative	5	False
O95157	Homo sapiens	Metazoa	252	1.0	22.0	Positive	5	
Q15424	Homo sapiens	Metazoa	915			Negative	3	False
O74443	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	272			Negative	4	False
Q9NR61	Homo sapiens	Metazoa	685	1.0	26.0	Positive	2	
P60879	Mus musculus	Metazoa	206			Negative	3	False
Q9SL94	Arabidopsis thaliana	Viridiplantae	324			Negative	4	False
Q91YT7	Mus musculus	Metazoa	579			Negative	1	False
Q9VRJ0	Drosophila melanogaster	Metazoa	726			Negative	3	False
Q92351	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	1208			Negative	4	False
P0C512	Oryza sativa subsp. japonica	Viridiplantae	477			Negative	5	False
P11031	Mus musculus	Metazoa	127			Negative	5	False
P42117	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	82			Negative	4	True
Q9V4C8	Drosophila melanogaster	Metazoa	1500			Negative	4	False
P00856	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	48			Negative	5	True
O15047	Homo sapiens	Metazoa	1707			Negative	1	False
Q9FEC1	Arabidopsis thaliana	Viridiplantae	172			Negative	1	False
P21814	Ovis aries	Metazoa	429	1.0	25.0	Positive	5	
O22287	Arabidopsis thaliana	Viridiplantae	361			Negative	1	False
Q16186	Homo sapiens	Metazoa	407			Negative	5	False
Q7Z3K3	Homo sapiens	Metazoa	1410			Negative	2	False
Q9BPZ7	Homo sapiens	Metazoa	522			Negative	3	False
Q9FMV1	Arabidopsis thaliana	Viridiplantae	252			Negative	5	False
P27889	Mus musculus	Metazoa	558			Negative	1	False
O74329	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	56			Negative	4	False
Q9ULU4	Homo sapiens	Metazoa	1186			Negative	5	False
Q86R84	Dermatophagoides farinae	Metazoa	462	1.0	25.0	Positive	5	
Q80WJ1	Mus musculus	Metazoa	673			Negative	5	False
Q6ZRQ5	Homo sapiens	Metazoa	1243			Negative	2	False
Q12308	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	588			Negative	5	False
Q9Z0P7	Mus musculus	Metazoa	484			Negative	3	False
O43031	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	381			Negative	1	False
Q5M731	Arabidopsis thaliana	Viridiplantae	522			Negative	2	False
P31096	Bos taurus	Metazoa	278	1.0	16.0	Positive	1	
Q1RMW2	Bos taurus	Metazoa	414			Negative	2	True
Q8R4F0	Mus musculus	Metazoa	553			Negative	2	True
Q9M9F0	Arabidopsis thaliana	Viridiplantae	311			Negative	5	False
Q94JV5	Arabidopsis thaliana	Viridiplantae	307			Negative	1	False
Q08580	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	376			Negative	2	False
Q8VE70	Mus musculus	Metazoa	212			Negative	1	False
P13010	Homo sapiens	Metazoa	732			Negative	1	False
P38803	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	334			Negative	2	False
Q96BP2	Homo sapiens	Metazoa	118			Negative	1	False
P49335	Homo sapiens	Metazoa	361			Negative	5	False
O09130	Mus musculus	Metazoa	412			Negative	5	False
Q9CQJ4	Mus musculus	Metazoa	336			Negative	4	False
O59836	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	545			Negative	4	False
Q9ES53	Rattus norvegicus	Metazoa	307			Negative	5	False
P25586	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	316			Negative	2	False
Q16775	Homo sapiens	Metazoa	308			Negative	5	False
Q86TB3	Homo sapiens	Metazoa	2170			Negative	4	False
Q7TSS2	Mus musculus	Metazoa	422			Negative	2	False
P02836	Drosophila melanogaster	Metazoa	552			Negative	5	False
Q9FRL5	Arabidopsis thaliana	Viridiplantae	309			Negative	3	False
Q3U284	Mus musculus	Metazoa	315			Negative	4	True
Q9CX92	Mus musculus	Metazoa	205			Negative	5	True
Q95TS5	Drosophila melanogaster	Metazoa	654			Negative	3	False
Q3U827	Mus musculus	Metazoa	592			Negative	2	False
Q6PJG6	Homo sapiens	Metazoa	821			Negative	1	False
Q9NZ42	Homo sapiens	Metazoa	101			Negative	2	True
Q8GWA2	Arabidopsis thaliana	Viridiplantae	273			Negative	3	False
A0A075TRA9	Penicillium expansum	Fungi	546			Negative	1	True
P61312	Rattus norvegicus	Metazoa	146	1.0	25.0	Positive	3	
Q14D04	Homo sapiens	Metazoa	833			Negative	4	False
Q19131	Caenorhabditis elegans	Metazoa	813			Negative	5	False
Q9VQ30	Drosophila melanogaster	Metazoa	604			Negative	1	False
Q9D842	Mus musculus	Metazoa	499			Negative	4	False
Q99929	Homo sapiens	Metazoa	193			Negative	2	False
P93045	Arabidopsis thaliana	Viridiplantae	240			Negative	1	False
P04038	Bos taurus	Metazoa	74			Negative	4	True
Q9Y6G1	Homo sapiens	Metazoa	99			Negative	2	True
Q8HYA9	Sus scrofa	Metazoa	185	1.0	20.0	Positive	5	
P34087	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	171			Negative	4	False
P38782	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295			Negative	2	False
O74791	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	470			Negative	4	False
G5EC23	Caenorhabditis elegans	Metazoa	782			Negative	3	False
Q8VC49	Mus musculus	Metazoa	283			Negative	1	False
