EntryID	OrganismName	Kingdom	SequenceLength	SPStart	SPEnd	Class
Q9FNH6	Arabidopsis thaliana	Viridiplantae	231	None	None	Negative
A8MYP8	Homo sapiens	Metazoa	253	None	None	Negative
Q641Q2	Homo sapiens	Metazoa	1341	None	None	Negative
Q8GXZ3	Arabidopsis thaliana	Viridiplantae	410	None	None	Negative
Q8N2Y8	Homo sapiens	Metazoa	1516	None	None	Negative
P82137	Spinacia oleracea	Viridiplantae	165	None	None	Negative
Q8IVW4	Homo sapiens	Metazoa	592	None	None	Negative
Q8VE91	Mus musculus	Metazoa	480	None	None	Negative
Q2QYU2	Oryza sativa subsp. japonica	Viridiplantae	502	None	None	Negative
C7E5V7	Zea mays subsp. mexicana	Viridiplantae	534	None	None	Negative
Q7TNJ0	Mus musculus	Metazoa	470	None	None	Negative
P70531	Rattus norvegicus	Metazoa	724	None	None	Negative
Q5QGU6	Mus musculus	Metazoa	474	None	None	Negative
B2RZ59	Rattus norvegicus	Metazoa	126	None	None	Negative
Q92997	Homo sapiens	Metazoa	716	None	None	Negative
Q4WUR1	Aspergillus fumigatus (strain ATCC MYA-4609 / CBS 101355 / FGSC A1100 / Af293)	Fungi	534	None	None	Negative
A5CAL1	Vitis vinifera	Viridiplantae	313	None	None	Negative
Q9SMQ6	Arabidopsis thaliana	Viridiplantae	224	None	None	Negative
P27476	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	414	None	None	Negative
Q9JKA8	Rattus norvegicus	Metazoa	780	None	None	Negative
Q2RB59	Oryza sativa subsp. japonica	Viridiplantae	651	None	None	Negative
A6NNX1	Homo sapiens	Metazoa	92	None	None	Negative
Q9HE76	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	278	None	None	Negative
O35286	Mus musculus	Metazoa	795	None	None	Negative
Q9MAB9	Arabidopsis thaliana	Viridiplantae	117	None	None	Negative
Q6PDX6	Mus musculus	Metazoa	566	None	None	Negative
D3ZKX9	Rattus norvegicus	Metazoa	711	None	None	Negative
Q3UUF8	Mus musculus	Metazoa	508	None	None	Negative
P10458	Laticauda crockeri	Metazoa	62	None	None	Negative
P0CX41	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	137	None	None	Negative
O60884	Homo sapiens	Metazoa	412	None	None	Negative
Q5B467	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	558	None	None	Negative
Q99M28	Mus musculus	Metazoa	305	None	None	Negative
P31946	Homo sapiens	Metazoa	246	None	None	Negative
Q8VZL6	Arabidopsis thaliana	Viridiplantae	441	None	None	Negative
P21271	Mus musculus	Metazoa	1818	None	None	Negative
Q9LSQ5	Arabidopsis thaliana	Viridiplantae	204	None	None	Negative
Q9Y2T2	Homo sapiens	Metazoa	418	None	None	Negative
P42675	Oryctolagus cuniculus	Metazoa	704	None	None	Negative
Q9UPN7	Homo sapiens	Metazoa	881	None	None	Negative
Q6PJ61	Homo sapiens	Metazoa	603	None	None	Negative
Q10668	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	722	None	None	Negative
P07487	Drosophila melanogaster	Metazoa	332	None	None	Negative
Q5XG87	Homo sapiens	Metazoa	792	None	None	Negative
Q9R0C0	Mus musculus	Metazoa	172	None	None	Negative
D4A7T3	Rattus norvegicus	Metazoa	952	None	None	Negative
Q4DJ07	Trypanosoma cruzi (strain CL Brener)	Other	283	None	None	Negative
P51970	Homo sapiens	Metazoa	172	None	None	Negative
Q04947	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	295	None	None	Negative
P80029	Homarus gammarus	Metazoa	181	None	None	Negative
Q8K0B3	Mus musculus	Metazoa	872	None	None	Negative
P23977	Rattus norvegicus	Metazoa	619	None	None	Negative
Q8R3P0	Mus musculus	Metazoa	312	None	None	Negative
Q8N9N8	Homo sapiens	Metazoa	165	None	None	Negative
Q3TC72	Mus musculus	Metazoa	313	None	None	Negative
A1ZA47	Drosophila melanogaster	Metazoa	2194	None	None	Negative
P32876	Bos taurus	Metazoa	136	None	None	Negative
Q9SX48	Arabidopsis thaliana	Viridiplantae	517	None	None	Negative
D3ZXW3	Rattus norvegicus	Metazoa	298	None	None	Negative
Q00969	Rattus norvegicus	Metazoa	487	None	None	Negative
Q9DA37	Mus musculus	Metazoa	478	None	None	Negative
P04464	Triticum aestivum	Viridiplantae	149	None	None	Negative
O13127	Carassius auratus	Metazoa	423	None	None	Negative
Q8VC16	Mus musculus	Metazoa	493	None	None	Negative
P08754	Homo sapiens	Metazoa	354	None	None	Negative
P56646	Centruroides sculpturatus	Metazoa	65	None	None	Negative
Q9STS6	Arabidopsis thaliana	Viridiplantae	328	None	None	Negative
O43586	Homo sapiens	Metazoa	416	None	None	Negative
Q8TDR4	Homo sapiens	Metazoa	215	None	None	Negative
Q8NEU8	Homo sapiens	Metazoa	664	None	None	Negative
Q9D428	Mus musculus	Metazoa	167	None	None	Negative
Q9M374	Arabidopsis thaliana	Viridiplantae	315	None	None	Negative
P05317	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	312	None	None	Negative
Q9TWL0	Centruroides noxius	Metazoa	67	None	None	Negative
Q61180	Mus musculus	Metazoa	699	None	None	Negative
Q03758	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	920	None	None	Negative
A5K9W3	Plasmodium vivax (strain Salvador I)	Other	571	None	None	Negative
Q9ULV8	Homo sapiens	Metazoa	474	None	None	Negative
Q4U2R1	Mus musculus	Metazoa	4836	None	None	Negative
Q62393	Mus musculus	Metazoa	224	None	None	Negative
Q95083	Drosophila melanogaster	Metazoa	244	None	None	Negative
Q8CHM7	Rattus norvegicus	Metazoa	581	None	None	Negative
Q9UHD4	Homo sapiens	Metazoa	219	None	None	Negative
Q8N699	Homo sapiens	Metazoa	235	None	None	Negative
Q10I26	Oryza sativa subsp. japonica	Viridiplantae	404	None	None	Negative
Q8TAG9	Homo sapiens	Metazoa	804	None	None	Negative
Q7L0Y3	Homo sapiens	Metazoa	403	None	None	Negative
Q01714	Rattus norvegicus	Metazoa	786	None	None	Negative
P61952	Homo sapiens	Metazoa	73	None	None	Negative
O77264	Drosophila melanogaster	Metazoa	361	None	None	Negative
P39731	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	289	None	None	Negative
Q12288	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	251	None	None	Negative
Q5SV80	Mus musculus	Metazoa	963	None	None	Negative
Q9CS42	Mus musculus	Metazoa	318	None	None	Negative
P29624	Notothenia angustata	Metazoa	142	None	None	Negative
Q8TB69	Homo sapiens	Metazoa	540	None	None	Negative
O08800	Mus musculus	Metazoa	374	None	None	Negative
A6NP11	Homo sapiens	Metazoa	495	None	None	Negative
Q1K7P9	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	140	None	None	Negative
Q9LSA9	Arabidopsis thaliana	Viridiplantae	339	None	None	Negative
Q8IIS0	Plasmodium falciparum (isolate 3D7)	Other	164	None	None	Negative
O62140	Caenorhabditis elegans	Metazoa	674	None	None	Negative
Q8BVW3	Mus musculus	Metazoa	440	None	None	Negative
Q0DGP6	Oryza sativa subsp. japonica	Viridiplantae	743	None	None	Negative
Q8N137	Homo sapiens	Metazoa	903	None	None	Negative
P09624	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	499	None	None	Negative
Q80ZK9	Mus musculus	Metazoa	677	None	None	Negative
Q5FWP4	Xenopus laevis	Metazoa	625	None	None	Negative
P46489	Flaveria bidentis	Viridiplantae	453	None	None	Negative
P22972	Ulex europaeus	Viridiplantae	243	None	None	Negative
Q5YLM1	Rattus norvegicus	Metazoa	1044	None	None	Negative
P08228	Mus musculus	Metazoa	154	None	None	Negative
Q10361	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	616	None	None	Negative
Q9U1M2	Drosophila melanogaster	Metazoa	387	None	None	Negative
Q05778	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	276	None	None	Negative
Q8GWF1	Arabidopsis thaliana	Viridiplantae	289	None	None	Negative
Q9BWD1	Homo sapiens	Metazoa	397	None	None	Negative
Q9XF37	Apium graveolens	Viridiplantae	134	None	None	Negative
Q4TT88	Caenorhabditis elegans	Metazoa	948	None	None	Negative
Q5SVS4	Homo sapiens	Metazoa	291	None	None	Negative
O08838	Rattus norvegicus	Metazoa	683	None	None	Negative
P13743	Anas platyrhynchos	Metazoa	333	None	None	Negative
Q9ES18	Mus musculus	Metazoa	565	None	None	Negative
Q9NQR4	Homo sapiens	Metazoa	276	None	None	Negative
P27699	Mus musculus	Metazoa	357	None	None	Negative
Q9FJR0	Arabidopsis thaliana	Viridiplantae	1254	None	None	Negative
A7WLI0	Sus scrofa	Metazoa	95	None	None	Negative
P42207	Drosophila melanogaster	Metazoa	361	None	None	Negative
C9JTQ0	Homo sapiens	Metazoa	380	None	None	Negative
O74825	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	135	None	None	Negative
P48678	Mus musculus	Metazoa	665	None	None	Negative
Q07872	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	247	None	None	Negative
Q6AY80	Rattus norvegicus	Metazoa	231	None	None	Negative
Q9WUJ3	Rattus norvegicus	Metazoa	2324	None	None	Negative
Q94JM3	Arabidopsis thaliana	Viridiplantae	859	None	None	Negative
Q62826	Rattus norvegicus	Metazoa	690	None	None	Negative
O88522	Mus musculus	Metazoa	412	None	None	Negative
O59793	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	384	None	None	Negative
Q9D6K7	Mus musculus	Metazoa	262	None	None	Negative
Q8GT06	Oryza sativa subsp. japonica	Viridiplantae	660	None	None	Negative
Q8NCN5	Homo sapiens	Metazoa	879	None	None	Negative
P25089	Homo sapiens	Metazoa	353	None	None	Negative
P39535	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	881	None	None	Negative
P29335	Amia calva	Metazoa	52	None	None	Negative
A7Y7W3	Gallus gallus	Metazoa	309	None	None	Negative
Q9NYK5	Homo sapiens	Metazoa	338	None	None	Negative
Q62730	Rattus norvegicus	Metazoa	381	None	None	Negative
Q8SW23	Encephalitozoon cuniculi (strain GB-M1)	Fungi	157	None	None	Negative
Q9R0Q9	Mus musculus	Metazoa	247	None	None	Negative
Q921N6	Mus musculus	Metazoa	760	None	None	Negative
P48051	Homo sapiens	Metazoa	423	None	None	Negative
Q810M5	Mus musculus	Metazoa	347	None	None	Negative
Q9UBE0	Homo sapiens	Metazoa	346	None	None	Negative
P29790	Nicotiana tabacum	Viridiplantae	377	None	None	Negative
Q9P217	Homo sapiens	Metazoa	1185	None	None	Negative
P00899	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	507	None	None	Negative
Q9R190	Mus musculus	Metazoa	668	None	None	Negative
Q9UUN9	Sporidiobolus salmonicolor	Fungi	343	None	None	Negative
Q05952	Homo sapiens	Metazoa	138	None	None	Negative
P02699	Bos taurus	Metazoa	348	None	None	Negative
P68164	Datura metel	Viridiplantae	97	None	None	Negative
P41935	Caenorhabditis elegans	Metazoa	344	None	None	Negative
Q8VEL2	Mus musculus	Metazoa	648	None	None	Negative
F4IUJ7	Arabidopsis thaliana	Viridiplantae	527	None	None	Negative
Q03601	Caenorhabditis elegans	Metazoa	974	None	None	Negative
O65155	Arabidopsis thaliana	Viridiplantae	165	None	None	Negative
P42271	Drosophila melanogaster	Metazoa	457	None	None	Negative
Q96PZ2	Homo sapiens	Metazoa	611	None	None	Negative
Q93XM6	Arabidopsis thaliana	Viridiplantae	481	None	None	Negative
A6NND4	Homo sapiens	Metazoa	320	None	None	Negative
P20650	Rattus norvegicus	Metazoa	382	None	None	Negative
P26351	Oncorhynchus mykiss	Metazoa	42	None	None	Negative
P41208	Homo sapiens	Metazoa	172	None	None	Negative
Q9VXP4	Drosophila melanogaster	Metazoa	225	None	None	Negative
P34756	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	2278	None	None	Negative
P02199	Aptenodytes forsteri	Metazoa	153	None	None	Negative
Q65CJ7	Plectranthus scutellarioides	Viridiplantae	313	None	None	Negative
E5KBU4	Physcomitrium patens	Viridiplantae	394	None	None	Negative
Q22AX5	Tetrahymena thermophila (strain SB210)	Other	188	None	None	Negative
F2XFA1	Picea sitchensis	Viridiplantae	624	None	None	Negative
P47159	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	448	None	None	Negative
O22873	Arabidopsis thaliana	Viridiplantae	367	None	None	Negative
P21343	Solanum tuberosum	Viridiplantae	569	None	None	Negative
Q9Z1B3	Mus musculus	Metazoa	1216	None	None	Negative
P33589	Lachesis muta muta	Metazoa	228	None	None	Negative
O35927	Mus musculus	Metazoa	1247	None	None	Negative
Q9VLM6	Drosophila melanogaster	Metazoa	199	None	None	Negative
P34221	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	468	None	None	Negative
Q1AGS4	Arctogadus glacialis	Metazoa	143	None	None	Negative
P46694	Mus musculus	Metazoa	160	None	None	Negative
Q03518	Homo sapiens	Metazoa	748	None	None	Negative
Q1LZ53	Rattus norvegicus	Metazoa	908	None	None	Negative
Q9ES46	Mus musculus	Metazoa	365	None	None	Negative
P10823	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	449	None	None	Negative
P79114	Bos taurus	Metazoa	2052	None	None	Negative
Q8BU31	Mus musculus	Metazoa	183	None	None	Negative
A0A2Z5UHX0	Penicillium ochrochloron	Fungi	1981	None	None	Negative
Q8CHQ0	Mus musculus	Metazoa	385	None	None	Negative
Q9UMX6	Homo sapiens	Metazoa	200	None	None	Negative
A0A4Y5L9K3	Cannabis sativa	Viridiplantae	571	None	None	Negative
A0A348HAY9	Fungal sp. (strain ATCC 74256)	Fungi	219	None	None	Negative
Q6PWU2	Vitis vinifera	Viridiplantae	590	None	None	Negative
Q9NXH3	Homo sapiens	Metazoa	145	None	None	Negative
P27362	Plasmodium falciparum (isolate 3D7)	Other	416	None	None	Negative
P50137	Rattus norvegicus	Metazoa	623	None	None	Negative
Q9ZT63	Arabidopsis thaliana	Viridiplantae	398	None	None	Negative
P27139	Rattus norvegicus	Metazoa	260	None	None	Negative
P0DO32	Neonectria sp. (strain DH2)	Fungi	505	None	None	Negative
Q9VQI9	Drosophila melanogaster	Metazoa	1673	None	None	Negative
P53357	Dolichovespula maculata	Metazoa	303	None	None	Negative
G5EEG9	Caenorhabditis elegans	Metazoa	399	None	None	Negative
E7FBF7	Danio rerio	Metazoa	897	None	None	Negative
P11801	Homo sapiens	Metazoa	424	None	None	Negative
Q66H38	Rattus norvegicus	Metazoa	647	None	None	Negative
P39999	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	101	None	None	Negative
Q7Z2Y8	Homo sapiens	Metazoa	2422	None	None	Negative
Q91XD2	Mus musculus	Metazoa	341	None	None	Negative
Q0VG99	Homo sapiens	Metazoa	397	None	None	Negative
Q8BHN0	Mus musculus	Metazoa	360	None	None	Negative
Q969W1	Homo sapiens	Metazoa	377	None	None	Negative
T1RRS0	Lavandula stoechas	Viridiplantae	542	None	None	Negative
Q93Y23	Arabidopsis thaliana	Viridiplantae	461	None	None	Negative
Q21924	Caenorhabditis elegans	Metazoa	462	None	None	Negative
P15806	Mus musculus	Metazoa	651	None	None	Negative
Q8BW96	Mus musculus	Metazoa	385	None	None	Negative
O13648	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	543	None	None	Negative
Q38896	Arabidopsis thaliana	Viridiplantae	201	None	None	Negative
Q9HG09	Komagataella pastoris	Fungi	425	None	None	Negative
P26599	Homo sapiens	Metazoa	557	None	None	Negative
P04553	Homo sapiens	Metazoa	51	None	None	Negative
P19753	Gallus gallus	Metazoa	109	None	None	Negative
O45766	Caenorhabditis elegans	Metazoa	230	None	None	Negative
P81128	Rattus norvegicus	Metazoa	1499	None	None	Negative
O43248	Homo sapiens	Metazoa	304	None	None	Negative
Q02771	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	107	None	None	Negative
Q7Z7L7	Homo sapiens	Metazoa	766	None	None	Negative
Q3UHF7	Mus musculus	Metazoa	2430	None	None	Negative
Q5M7V8	Rattus norvegicus	Metazoa	951	None	None	Negative
Q91ZA8	Mus musculus	Metazoa	114	None	None	Negative
Q5SXY1	Mus musculus	Metazoa	1067	None	None	Negative
P20936	Homo sapiens	Metazoa	1047	None	None	Negative
P20245	Torpedo marmorata	Metazoa	141	None	None	Negative
P07316	Homo sapiens	Metazoa	175	None	None	Negative
P53034	Drosophila melanogaster	Metazoa	331	None	None	Negative
P56593	Mus musculus	Metazoa	492	None	None	Negative
Q9LY14	Arabidopsis thaliana	Viridiplantae	202	None	None	Negative
Q8NBN7	Homo sapiens	Metazoa	331	None	None	Negative
Q39243	Arabidopsis thaliana	Viridiplantae	375	None	None	Negative
P56588	Penicillium simplicissimum	Fungi	302	None	None	Negative
A0A1D8PNZ7	Candida albicans (strain SC5314 / ATCC MYA-2876)	Fungi	1162	None	None	Negative
Q86X76	Homo sapiens	Metazoa	327	None	None	Negative
Q9JI44	Mus musculus	Metazoa	468	None	None	Negative
Q9NUP7	Homo sapiens	Metazoa	481	None	None	Negative
O35601	Mus musculus	Metazoa	819	None	None	Negative
P58107	Homo sapiens	Metazoa	5088	None	None	Negative
P19754	Bos taurus	Metazoa	1134	None	None	Negative
Q5MJ10	Homo sapiens	Metazoa	180	None	None	Negative
Q3TGF2	Mus musculus	Metazoa	131	None	None	Negative
C7AJA4	Trypanosoma brucei brucei	Other	406	None	None	Negative
Q9BRR3	Homo sapiens	Metazoa	403	None	None	Negative
P36165	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	910	None	None	Negative
Q9NX36	Homo sapiens	Metazoa	388	None	None	Negative
Q8R3P6	Mus musculus	Metazoa	515	None	None	Negative
O42851	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	398	None	None	Negative
P48466	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	395	None	None	Negative
Q2A865	Rattus norvegicus	Metazoa	634	None	None	Negative
Q86V25	Homo sapiens	Metazoa	355	None	None	Negative
P0DKB8	Arabidopsis thaliana	Viridiplantae	326	None	None	Negative
P38954	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	527	None	None	Negative
P23558	Laburnum alpinum	Viridiplantae	250	None	None	Negative
Q3U1Z5	Mus musculus	Metazoa	159	None	None	Negative
O08707	Mus musculus	Metazoa	378	None	None	Negative
Q15326	Homo sapiens	Metazoa	602	None	None	Negative
P34605	Caenorhabditis elegans	Metazoa	181	None	None	Negative
Q61575	Mus musculus	Metazoa	648	None	None	Negative
P13349	Homo sapiens	Metazoa	255	None	None	Negative
P60323	Homo sapiens	Metazoa	173	None	None	Negative
Q24143	Drosophila melanogaster	Metazoa	723	None	None	Negative
Q9NEN6	Caenorhabditis elegans	Metazoa	246	None	None	Negative
Q2KHI9	Mus musculus	Metazoa	1134	None	None	Negative
Q9FIU5	Arabidopsis thaliana	Viridiplantae	440	None	None	Negative
Q8N128	Homo sapiens	Metazoa	213	None	None	Negative
P0DO22	Catharanthus roseus	Viridiplantae	506	None	None	Negative
P05388	Homo sapiens	Metazoa	317	None	None	Negative
P09884	Homo sapiens	Metazoa	1462	None	None	Negative
O60141	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	299	None	None	Negative
P32264	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	428	None	None	Negative
Q9CWJ9	Mus musculus	Metazoa	592	None	None	Negative
F1MSG6	Bos taurus	Metazoa	1486	None	None	Negative
Q9VLC0	Drosophila melanogaster	Metazoa	940	None	None	Negative
Q9JHW4	Mus musculus	Metazoa	583	None	None	Negative
Q9UU95	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	143	None	None	Negative
Q10A77	Oryza sativa subsp. japonica	Viridiplantae	497	None	None	Negative
Q9QVP4	Mus musculus	Metazoa	175	None	None	Negative
Q9Y3A0	Homo sapiens	Metazoa	265	None	None	Negative
P37838	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	685	None	None	Negative
P0DO24	Arabidopsis thaliana	Viridiplantae	649	None	None	Negative
Q92817	Homo sapiens	Metazoa	2033	None	None	Negative
Q9JKT4	Mus musculus	Metazoa	300	None	None	Negative
Q6K0P9	Homo sapiens	Metazoa	492	None	None	Negative
O43172	Homo sapiens	Metazoa	522	None	None	Negative
Q06453	Drosophila melanogaster	Metazoa	408	None	None	Negative
P0DKG8	Arabidopsis thaliana	Viridiplantae	883	None	None	Negative
O46469	Bos taurus	Metazoa	484	None	None	Negative
P36421	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	394	None	None	Negative
Q3UMQ8	Mus musculus	Metazoa	489	None	None	Negative
Q6PB66	Mus musculus	Metazoa	1392	None	None	Negative
Q9Y316	Homo sapiens	Metazoa	297	None	None	Negative
Q8GWR1	Arabidopsis thaliana	Viridiplantae	447	None	None	Negative
Q8IW35	Homo sapiens	Metazoa	865	None	None	Negative
Q09826	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	408	None	None	Negative
P0DJL3	Trimeresurus purpureomaculatus	Metazoa	123	None	None	Negative
P51692	Homo sapiens	Metazoa	787	None	None	Negative
Q0CWD0	Aspergillus terreus (strain NIH 2624 / FGSC A1156)	Fungi	925	None	None	Negative
Q9NXD2	Homo sapiens	Metazoa	777	None	None	Negative
Q8NEA9	Homo sapiens	Metazoa	526	None	None	Negative
Q9LSL1	Arabidopsis thaliana	Viridiplantae	351	None	None	Negative
P01394	Dendroaspis viridis	Metazoa	72	None	None	Negative
P23623	Neurospora crassa (strain ATCC 24698 / 74-OR23-1A / CBS 708.71 / DSM 1257 / FGSC 987)	Fungi	696	None	None	Negative
Q9H190	Homo sapiens	Metazoa	292	None	None	Negative
Q8BPM0	Mus musculus	Metazoa	1077	None	None	Negative
P22468	Drosophila melanogaster	Metazoa	194	None	None	Negative
Q9DGN1	Xenopus laevis	Metazoa	1265	None	None	Negative
Q5AYI6	Emericella nidulans (strain FGSC A4 / ATCC 38163 / CBS 112.46 / NRRL 194 / M139)	Fungi	787	None	None	Negative
Q9DC71	Mus musculus	Metazoa	258	None	None	Negative
Q27686	Leishmania mexicana	Other	499	None	None	Negative
P87133	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	121	None	None	Negative
A0A2P1DP74	Penicillium terrestre	Fungi	258	None	None	Negative
Q2KHN1	Homo sapiens	Metazoa	245	None	None	Negative
P38202	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	106	None	None	Negative
P28704	Mus musculus	Metazoa	520	None	None	Negative
P26675	Drosophila melanogaster	Metazoa	1596	None	None	Negative
P31938	Mus musculus	Metazoa	393	None	None	Negative
Q7Z3C6	Homo sapiens	Metazoa	839	None	None	Negative
Q96MH7	Homo sapiens	Metazoa	638	None	None	Negative
Q6GNF1	Xenopus laevis	Metazoa	360	None	None	Negative
P00572	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	216	None	None	Negative
P0CG24	Homo sapiens	Metazoa	379	None	None	Negative
Q62158	Mus musculus	Metazoa	513	None	None	Negative
Q9VGE3	Drosophila melanogaster	Metazoa	459	None	None	Negative
O43525	Homo sapiens	Metazoa	872	None	None	Negative
Q8VCB1	Mus musculus	Metazoa	673	None	None	Negative
E9Q7E2	Mus musculus	Metazoa	1828	None	None	Negative
P05426	Rattus norvegicus	Metazoa	260	None	None	Negative
Q9FX54	Arabidopsis thaliana	Viridiplantae	338	None	None	Negative
Q67UR2	Oryza sativa subsp. japonica	Viridiplantae	419	None	None	Negative
O02298	Caenorhabditis elegans	Metazoa	688	None	None	Negative
P52435	Homo sapiens	Metazoa	117	None	None	Negative
P70290	Mus musculus	Metazoa	466	None	None	Negative
Q9SYG2	Arabidopsis thaliana	Viridiplantae	383	None	None	Negative
Q9VIH7	Drosophila melanogaster	Metazoa	587	None	None	Negative
Q8N9V7	Homo sapiens	Metazoa	1692	None	None	Negative
P62495	Homo sapiens	Metazoa	437	None	None	Negative
P51828	Homo sapiens	Metazoa	1080	None	None	Negative
Q7X9V2	Arabidopsis thaliana	Viridiplantae	2055	None	None	Negative
Q9D489	Mus musculus	Metazoa	467	None	None	Negative
Q8BYM7	Mus musculus	Metazoa	716	None	None	Negative
P84617	Rhea americana	Metazoa	135	None	None	Negative
Q9HFE8	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	3661	None	None	Negative
Q6P6T5	Rattus norvegicus	Metazoa	523	None	None	Negative
P26969	Pisum sativum	Viridiplantae	1057	None	None	Negative
Q6UX72	Homo sapiens	Metazoa	402	None	None	Negative
Q91V81	Mus musculus	Metazoa	478	None	None	Negative
Q02733	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	499	None	None	Negative
P36596	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	460	None	None	Negative
Q8S4Q6	Arabidopsis thaliana	Viridiplantae	202	None	None	Negative
Q94GF1	Oryza sativa subsp. japonica	Viridiplantae	577	None	None	Negative
Q6AYU4	Rattus norvegicus	Metazoa	415	None	None	Negative
Q9VNX8	Drosophila melanogaster	Metazoa	638	None	None	Negative
Q9UT53	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	368	None	None	Negative
P0DKD4	Olea europaea	Viridiplantae	134	None	None	Negative
B7ZNG0	Mus musculus	Metazoa	1348	None	None	Negative
P53242	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	292	None	None	Negative
Q61039	Mus musculus	Metazoa	217	None	None	Negative
P14737	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1309	None	None	Negative
Q8R1K4	Mus musculus	Metazoa	467	None	None	Negative
Q9BVC4	Homo sapiens	Metazoa	326	None	None	Negative
Q04272	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	221	None	None	Negative
Q6AXP4	Rattus norvegicus	Metazoa	597	None	None	Negative
Q07322	Daucus carota	Viridiplantae	306	None	None	Negative
Q9H0D6	Homo sapiens	Metazoa	950	None	None	Negative
Q6NZP1	Mus musculus	Metazoa	1069	None	None	Negative
Q12494	Saccharomyces cerevisiae (strain ATCC 204508 / S288c)	Fungi	1050	None	None	Negative
Q6T311	Homo sapiens	Metazoa	187	None	None	Negative
A2VDN5	Bos taurus	Metazoa	614	None	None	Negative
Q7KHG2	Drosophila melanogaster	Metazoa	1486	None	None	Negative
Q9SU71	Arabidopsis thaliana	Viridiplantae	629	None	None	Negative
O14713	Homo sapiens	Metazoa	200	None	None	Negative
Q70IA6	Homo sapiens	Metazoa	237	None	None	Negative
I1S2J4	Gibberella zeae (strain ATCC MYA-4620 / CBS 123657 / FGSC 9075 / NRRL 31084 / PH-1)	Fungi	819	None	None	Negative
Q96D98	Homo sapiens	Metazoa	161	None	None	Negative
O88809	Mus musculus	Metazoa	366	None	None	Negative
Q3U7U4	Mus musculus	Metazoa	132	None	None	Negative
P54368	Homo sapiens	Metazoa	228	None	None	Negative
C0HLQ2	Cupressus sempervirens	Viridiplantae	63	None	None	Negative
O13902	Schizosaccharomyces pombe (strain 972 / ATCC 24843)	Fungi	580	None	None	Negative
Q9H5Z1	Homo sapiens	Metazoa	703	None	None	Negative
Q9EPA0	Rattus norvegicus	Metazoa	957	None	None	Negative
